Cu_Content_at%,Temperature_C,Hardness_HV
19,410,346.18409576570053
20,410,359.4392857599517
21,410,362.17220425381686
22,410,364.3497724421246
23,410,365.99381830147945
24,410,367.13054697402174
25,410,367.7899593595745
26,410,368.0052346410793
27,410,367.8120927252611
28,410,367.2481523255177
29,410,366.3522996647051
30,410,365.16408156577205
31,410,363.7231350773514
32,410,362.06866381237234
33,410,360.238968935291
34,410,358.2710403019151
35,410,356.20021072633426
36,410,354.0598738176536
37,410,351.8812633917373
38,410,349.6932902146655
39,410,347.5224298643941
40,410,375.2426538857993
41,410,373.1753952304804
42,410,371.1895382698125
43,410,369.3014234832084
44,410,367.5248572683578
45,410,365.8711181891441
46,410,364.3489523395154
47,410,362.96455230391194
48,410,361.72151636054156
49,410,360.6207870059061
50,410,359.66057046317223
51,410,358.8362414457182
52,410,358.14023994494875
53,410,357.5619690608207
54,410,357.08770476169633
55,410,356.7005298260183
56,410,356.3803049791361
57,410,356.1036903165218
58,410,355.844229451931
59,410,355.572507432747
60,410,414.9563913489201
61,410,414.5613597888015
62,410,414.0509239638548
63,410,413.3871395673812
64,410,412.53120441104176
65,410,411.4441327792889
66,410,410.08749345065667
67,410,408.4241946539114
68,410,406.4192960466836
69,410,404.04082529720074
70,410,401.26057516166924
71,410,398.05485619073164
72,410,394.4051804359028
73,410,390.298852781868
74,410,385.72944877503465
75,410,380.6971609765912
76,410,375.20899981842024
77,410,369.2788395222352
78,410,362.92730466473347
79,410,356.1814982213018
80,410,349.0745771740695
81,410,341.6451868037094
82,410,333.9367693870884
83,410,325.99676700567494
84,410,317.8757413750472
85,410,259.8764359149491
86,410,251.5528066168651
87,410,243.20904860278858
88,410,234.8986446216487
89,410,226.67346015920117
90,410,218.5829074424841
91,410,210.67319753294476
92,410,202.9866960792752
93,410,195.56139431366154
94,410,188.43050270186444
95,410,181.6221704741086
96,410,175.15933023524747
97,410,169.05966312625452
98,410,163.33567670832582
99,410,157.99488496159375
100,410,153.04007759843893
0,420,189.79756889713474
1,420,199.61199435142487
2,420,209.4930051226559
3,420,219.38742082207693
4,420,229.2404327560848
5,420,238.9963370841918
6,420,248.5993044498034
7,420,257.9941699765865
8,420,267.1272266002242
9,420,275.94700426854445
10,420,284.40501761688415
11,420,292.45646531635697
12,420,300.06086538795284
13,420,307.18261234423966
14,420,313.79144401474605
15,420,319.86280826732786
16,420,325.378122479444
17,420,330.3249214537808
18,420,334.69689241885897
19,420,338.49379871074655
20,420,351.6212966007829
21,420,354.2906524241215
22,420,356.41836958980196
23,420,358.02573713976625
24,420,359.13831320888994
25,420,359.78535797214016
26,420,359.99923141551284
27,420,359.81477151809355
28,420,359.268668183937
29,420,358.39884753163585
30,420,357.2438799696014
31,420,355.8424239042486
32,420,354.23271500785484
33,420,352.45210878575637
34,420,350.5366818109668
35,420,348.5208945272878
36,420,346.43731605267783
37,420,344.3164090373397
38,420,342.1863704379958
39,420,340.0730221482532
40,420,367.69974385343625
41,420,365.68743932368363
42,420,363.7545266735801
43,420,361.9169429346643
44,420,360.18815362345214
45,420,358.57915883509276
46,420,357.09848872170534
47,420,355.7521829722752
48,420,354.54375102320495
49,420,353.47411210067474
50,420,352.54151671635924
51,420,351.7414537823701
52,420,351.06654994738943
53,420,350.50646994976825
54,420,350.0478286054176
55,420,349.6741263804681
56,420,349.36572124073257
57,420,349.0998495459788
58,420,348.8507081204663
59,420,348.58960826934623
60,420,407.6852104469445
61,420,407.30384557830325
62,420,406.8099257862848
63,420,406.1664436124606
64,420,405.3355548979357
65,420,404.2792364879086
66,420,402.9600060311525
67,420,401.3416875555283
68,420,399.39020339879374
69,420,397.07437062886004
70,420,394.3666784412643
71,420,391.24402228123796
72,420,387.68837066937033
73,420,383.68734193386047
74,420,379.23467024144026
75,420,374.3305433989455
76,420,368.98179875007884
77,420,363.20196796079904
78,420,357.0111663851905
79,420,350.43582782379343
80,420,343.5082906099313
81,420,336.2662458688977
82,420,328.75206328392176
83,420,321.01201358730697
84,420,313.09541012142597
85,420,255.55369406634924
86,420,247.43948923538483
87,420,239.30565266819656
88,420,231.20434661993744
89,420,223.18615601295733
90,420,215.29927308206175
91,420,207.58876793352567
92,420,200.0959602044479
93,420,192.85790312014976
94,420,185.90698717707076
95,420,179.2706665984649
96,420,172.97130778115442
97,420,167.02615531718675
98,420,161.4474079549717
99,420,156.24239415381123
100,420,151.41383474784163
0,430,185.8891777079339
1,430,195.46517277178464
2,430,205.10610915524336
3,430,214.7601194980358
4,430,224.37374833802556
5,430,233.8926671674468
6,430,243.2624250614308
7,430,252.42921916929402
8,430,261.3406684588623
9,430,269.9465736780796
10,430,278.19964657020165
11,430,286.05619195509354
12,430,293.4767273573684
13,430,300.4265263922109
14,430,306.87607406480095
15,430,312.8014244372968
16,430,318.18445369374285
17,430,323.0130044036435
18,430,327.2809196584027
19,430,330.9879686373418
20,430,343.9896679579632
21,430,346.5970057886143
22,430,348.6760780677137
23,430,350.2476482088849
24,430,351.33664331440514
25,430,351.9716011229475
26,430,352.1840826496069
27,430,352.0080657207006
28,430,351.47933436332437
29,430,350.6348782968665
30,430,349.51231562296147
31,430,348.14935026856904
32,430,346.5832738638544
33,430,344.8505196034408
34,430,342.9862733265805
35,430,341.0241446456861
36,430,338.9958985443285
37,430,336.93124554719725
38,430,334.8576864256725
39,430,332.8004055285368
40,430,360.33220529462704
41,430,358.3734733781582
42,430,356.4921731488457
43,430,354.70384815151743
44,430,353.021631437902
45,430,351.45625150983153
46,430,350.016027909219
47,430,348.7068512045975
48,430,347.5321441840759
49,430,346.4928033780593
50,430,345.58712249324293
51,430,344.8107018208952
52,430,344.15635005839107
53,430,343.6139871226007
54,430,343.1705583108078
55,430,342.80997146408606
56,430,342.5130695117998
57,430,342.2576508499971
58,430,342.0185493856163
59,430,341.76778475020814
60,430,400.5747911742383
61,430,400.2067308751715
62,430,399.72889464368734
63,430,399.1051887387615
64,430,398.29870337711117
65,430,397.27235419897215
66,430,395.9895842956667
67,430,394.4151108829903
68,430,392.5156976791791
69,430,390.2609316614811
70,430,387.62398126961574
71,430,384.5823124023042
72,430,381.1183387789484
73,430,377.21998443231394
74,430,372.88113823310687
75,430,368.1019833511959
76,430,362.8891883156662
77,430,357.2559506944535
78,430,351.2218891917801
79,430,344.8127849553259
80,430,338.0601778821194
81,430,331.000828500255
82,430,323.67606038175563
83,430,316.1310018304738
84,430,308.4137486380206
85,430,251.32447189720529
86,430,243.41449613475584
87,430,235.485373345377
88,430,227.58797789355322
89,430,219.77164575545146
90,430,212.08337929536032
91,430,204.56713583466595
92,430,197.2632148249923
93,430,190.20775464426782
94,430,183.43234606472546
95,430,176.96376546243198
96,430,170.82382700590438
97,430,165.02934951669542
98,430,159.59223055504359
99,430,154.51961763994586
100,430,149.8141644279045
0,440,182.0723470234278
1,440,191.41577387406625
2,440,200.82253863741852
3,440,210.2420545628985
4,440,219.62218600843232
5,440,228.90994584189042
6,440,238.05222753652916
7,440,246.99655663878144
8,440,255.69184540876566
9,440,264.0891340183751
10,440,272.14230176208446
11,440,279.8087322976004
12,440,287.04991797532665
13,440,293.8319898079439
14,440,300.1261615284506
15,440,305.9090784263171
16,440,311.16306416419775
17,440,315.8762614796258
18,440,320.04266547861977
19,440,323.662051039484
20,440,336.53979857394944
21,440,339.0866249515203
22,440,341.1182287004797
23,440,342.6548605839422
24,440,343.72083225183684
25,440,344.34397684355844
26,440,344.55507612996263
27,440,344.38726902184584
28,440,343.87545603552707
29,440,343.05571361096867
30,440,341.9647310555665
31,440,340.63928138300685
32,440,339.1157354898254
33,440,337.42962703186504
34,440,335.61527310691173
35,440,333.7054535030907
36,440,331.7311489237343
37,440,329.7213363380635
38,440,327.7028375209942
39,440,325.7002150175216
40,440,353.13570827226187
41,440,351.22920156645404
42,440,349.3982147526347
43,440,347.65790760414285
44,440,346.0210889165044
45,440,344.49822230389753
46,440,343.09742189801347
47,440,341.82443282872987
48,440,340.68259337521636
49,440,339.6727779324632
50,440,338.7933223356976
51,440,338.0399355053836
52,440,337.40560369279046
53,440,336.88049569292787
54,440,336.4518791248377
55,440,336.10405914641325
56,440,335.81835167677843
57,440,335.5731032715357
58,440,335.343769190675
59,440,335.1030599035056
60,440,393.6211643120321
61,440,393.2660554014586
62,440,392.80388093589613
63,440,392.1994383319618
64,440,391.4167291121689
65,440,390.41958453285815
66,440,389.17235027864325
67,440,387.6406147003653
68,440,385.7919621229811
69,440,383.5967304239459
70,440,381.02875051656315
71,440,378.06604466849655
72,440,374.6914608059635
73,440,370.8932211184225
74,440,366.6653653608999
75,440,362.0080721807839
76,440,356.9278454605901
77,440,351.43755691914083
78,440,345.5563408731254
79,440,339.3093419314192
80,440,332.7273212682187
81,440,325.8461317909458
82,440,318.7060767889946
83,440,311.3511703444258
84,440,303.8283207595242
85,440,247.18646039840434
86,440,239.47564658071394
87,440,231.74615847787345
88,440,224.04761436183264
89,440,216.42813209916682
90,440,208.93355356165534
91,440,201.60675076055242
92,440,194.4870281504762
93,440,187.60963184962475
94,440,181.00537265128577
95,440,174.70036582044509
96,440,168.71588693188022
97,440,163.06833954896007
98,440,157.76932748011427
99,440,152.8258217714669
100,440,148.24041056050783
0,450,178.34481620670078
1,450,187.46139228368259
2,450,196.63974245474137
3,450,205.83052896061315
4,450,214.9829033928134
5,450,224.04518687616616
6,450,232.96558408874495
7,450,241.69291617585753
8,450,250.17735675841425
9,450,258.3711548307714
10,450,266.2293284116804
11,450,273.71031336008826
12,450,280.77655278365467
13,450,287.3950139233369
14,450,293.53762124759794
15,450,299.1815966757657
16,450,304.3097003008187
17,450,308.91036761714344
18,450,312.9777419921192
19,450,316.5116038623247
20,450,329.26720079665205
21,450,331.7549850641546
22,450,333.74026759507103
23,450,335.24279915939326
24,450,336.28629115027474
25,450,336.89788950445006
26,450,337.1076159881447
27,450,336.9477913095321
28,450,336.4524542881129
29,450,335.6567906333735
30,450,334.59658379048216
31,450,333.30769884418237
32,450,331.82560869037496
33,450,330.18496965581386
34,450,328.4192515461218
35,450,326.5604248135716
36,450,324.63870524520485
37,450,322.6823543663233
38,450,320.7175317198605
39,450,318.76819339941517
40,450,346.10602975575927
41,450,344.2504341254789
42,450,342.46849379441016
43,450,340.77499423975473
44,450,339.1824280067501
45,450,337.7010003620202
46,450,336.33862509863053
47,450,335.100905498697
48,450,333.9910974189827
49,450,333.01005366558877
50,450,332.15615116211694
51,450,331.4252047761625
52,450,330.810373929068
53,450,330.30207014915896
54,450,329.88787541908357
55,450,329.55248240376716
56,450,329.27766833393423
57,450,329.0423143906343
58,450,328.8224818456474
59,450,328.5915549491963
60,450,386.8204586419174
61,450,386.47795665882796
62,450,386.031032578721
63,450,385.4453529730941
64,450,384.6858081700366
65,450,383.71712243535194
66,450,382.50452176183734
67,450,381.01444412697873
68,450,379.21527420160174
69,450,377.07808222357636
70,450,374.5773452232588
71,450,371.6916281004576
72,450,368.4042022676007
73,450,364.703580709325
74,450,360.5839503396296
75,450,356.04548539508295
76,450,351.0945291767692
77,450,345.7436355996406
78,450,340.01146655242417
79,450,333.92254582139003
80,450,327.5068750846377
81,450,320.79942203815074
82,450,313.83949487956284
83,450,306.67002097937615
84,450,299.3367504697659
85,450,243.13740757047162
86,450,235.62081368151576
87,450,228.08600657715272
88,450,220.5813794498332
89,450,213.1538621317735
90,450,205.8481646549063
91,450,198.7061005167561
92,450,191.7660037414989
93,450,185.06225021757402
94,450,178.62489001707212
95,450,172.47939361678937
96,450,166.64651129569015
97,450,161.14224161172095
98,450,155.97790187426028
99,450,151.16029101369037
100,450,146.69193326615857
0,460,174.7043804361615
1,460,183.59968201495673
2,460,192.55523248001177
3,460,201.52291222567922
4,460,210.4531282951533
5,460,219.29547776923232
6,460,227.99944415704485
7,460,236.51511221432312
8,460,244.7938857796606
9,460,252.78919282394367
10,460,260.45716197499786
11,460,267.7572553140693
12,460,274.65284323179344
13,460,281.11170855085436
14,460,287.1064689270585
15,460,292.61490867254935
16,460,297.62021353512637
17,460,302.11110453783715
18,460,306.08186964883555
19,460,309.5322947257405
20,460,322.16749777450633
21,460,324.59767299674417
22,460,326.5377532944782
23,460,328.0070017894515
24,460,329.0285444384349
25,460,329.62885694259677
26,460,329.83721982811346
27,460,329.68515580203024
28,460,329.2058632624001
29,460,328.43365918044645
30,460,327.4034435049288
31,460,326.15019580849304
32,460,324.70851315811944
33,460,323.11219621280594
34,460,321.39388840572985
35,460,319.58477083588485
36,460,317.71431325987237
37,460,315.81007942344837
38,460,313.89758298813
39,460,312.0001885694574
40,460,339.23905098153415
41,460,337.43308473775966
42,460,335.69895523737983
43,460,334.05108290286324
44,460,332.50165183740677
45,460,331.06061533870326
46,460,329.7356918075716
47,460,328.5323461805992
48,460,327.45375392715914
49,460,326.500746797495
50,460,325.6717417891076
51,460,324.9626571008795
52,460,324.36682104864195
53,460,323.8748819009296
54,460,323.47472824233165
55,460,323.15143067722306
56,460,322.88721635810464
57,460,322.6614878915237
58,460,322.450897598566
59,460,322.2294868746577
60,460,380.1688985262089
61,460,379.8386675143668
62,460,379.4065925962688
63,460,378.83918803878254
64,460,378.10221103088537
65,460,377.1612567993615
66,460,375.9824099103049
67,460,374.5329369904901
68,460,372.7820032960011
69,460,370.7013933430801
70,460,368.2662143264488
71,460,365.4555603804253
72,460,362.2531159477364
73,460,358.64767762843894
74,460,354.6335758621365
75,460,350.2109805834816
76,460,345.38607847689633
77,460,340.17111350006854
78,460,334.5842867780508
79,460,328.6495166026729
80,460,322.3960639079627
81,460,315.85803303441384
82,460,309.0737616568023
83,460,302.08511726507624
84,460,294.93672041662285
85,460,239.17511701599773
86,460,231.8479230585619
87,460,224.50296557160965
88,460,217.1874429154127
89,460,209.9471262205015
90,460,202.8256216241869
91,460,195.8637102450614
92,460,189.0987796368717
93,460,182.56435694434737
94,460,176.28975030065564
95,460,170.2998013142799
96,460,164.61474793797152
97,460,159.25019372387376
98,460,154.21717655600108
99,460,149.52232749854633
100,460,145.16810846404448
0,470,171.14888932745777
1,470,179.8283550048045
2,470,188.5665820181091
3,470,197.3166388390208
4,470,206.0301569652001
5,470,214.65797792995437
6,470,223.15083249901585
7,470,231.46003783988897
8,470,239.53819763466723
9,470,247.3398897217329
10,470,254.82232591695012
11,470,261.94596918634494
12,470,268.6750943088307
13,470,274.9782795520333
14,470,280.8288186442463
15,470,286.2050444049009
16,470,291.0905577271625
17,470,295.4743581130116
18,470,299.35087456117117
19,470,302.7198982164541
20,470,315.2364207207978
21,470,317.61038458007846
22,470,319.50635400165584
23,470,320.94311649910253
24,470,321.94322704728216
25,470,322.53250765997234
26,470,322.73951592458207
27,470,322.5949962497467
28,470,322.1313273621507
29,470,321.38197894397905
30,470,320.38098926118624
31,470,319.16247423769227
32,470,317.76017673585017
33,470,316.2070628734136
34,470,314.5349701143231
35,470,312.7743096934952
36,470,310.95382375664826
37,470,309.1003954982307
38,470,307.2389086452123
39,470,305.39215093872025
40,470,332.5307548786366
41,470,330.77316797736125
42,470,329.0856441639666
43,470,327.4822478194218
44,470,325.97486222034394
45,470,324.5731949166303
46,470,323.2847737411045
47,470,322.1149287005889
48,470,321.0667568618384
49,470,320.1410694391098
50,470,319.33632251437496
51,470,318.648535066545
52,470,318.0712001359203
53,470,317.59519688610834
54,470,317.20871293360983
55,470,316.89718749089127
56,470,316.6432865236217
57,470,316.42692118980483
58,470,316.2253202667728
59,470,316.01316607018225
60,470,373.6628015480475
61,470,373.3445138460053
62,470,372.92689677271204
63,470,372.37729136073204
64,470,371.6623002570595
65,470,370.74836814535576
66,470,369.6024169667616
67,470,368.1925215379161
68,470,366.48860842744307
69,470,364.4631587943609
70,470,362.0918944389434
71,470,359.35442566317175
72,470,356.23483974231686
73,470,352.72220988936573
74,470,348.81100652586707
75,470,344.5013953907717
76,470,339.7994104187192
77,470,334.716993263005
78,470,329.27189566130284
79,470,323.48744536071314
80,470,317.3921808402285
81,470,311.01936440117555
82,470,304.4063871577674
83,470,297.5940828879423
84,470,290.6259704636001
85,470,235.29744656681828
86,470,228.15495154984347
87,470,220.99513158645874
88,470,213.8640197052685
89,470,206.8062569435639
90,470,199.86437279928953
91,470,193.0781415016321
92,470,186.48402750234732
93,470,180.11473015801195
94,470,173.99883398140707
95,470,168.16056723951726
96,470,162.61966820826007
97,470,157.39135518670366
98,470,152.48639353253517
99,470,147.9112505883892
100,470,143.6683274819636
0,480,167.676245589416
1,480,176.14517968262052
2,480,184.6714242892288
3,480,193.20920662445363
4,480,201.71135240853334
5,480,210.1299169016426
6,480,218.4168473312419
7,480,226.52466284825272
8,480,234.40713735402724
9,480,242.01997016411397
10,480,249.32142953840741
11,480,256.27295461578063
12,480,262.83970223399837
13,480,268.99102646602313
14,480,274.7008804203463
15,480,279.9481318809933
16,480,284.71678663651994
17,480,288.99611579217077
18,480,292.7806858951802
19,480,296.07029324701415
20,480,308.46980624553134
21,480,310.7889219152634
22,480,312.64184487200896
23,480,314.0468987639779
24,480,315.0260816817201
25,480,315.6045780912214
26,480,315.81024049054565
27,480,315.67305420617413
28,480,315.2245985311811
29,480,314.4975167783541
30,480,313.52500680586667
31,480,312.3403422124761
32,480,310.9764327462955
33,480,309.465430588731
34,480,307.8383871339378
35,480,306.12496276076683
36,480,304.3531899688304
37,480,302.54928820414085
38,480,300.73752681226017
39,480,298.9401309029822
40,480,325.9772235579522
41,480,324.26679681886566
42,480,322.6247033038565
43,480,321.0646601430906
44,480,319.59825721403973
45,480,318.2349623863403
46,480,316.98211762996135
47,480,315.8449213533878
48,480,314.826394156524
49,480,313.9273272246753
50,480,313.1462147592857
51,480,312.47917403102696
52,480,311.91985873760717
53,480,311.45937323688634
54,480,311.0861967941532
55,480,310.7861281289992
56,480,310.54226118592624
57,480,310.3350031182138
58,480,310.14214492668515
59,480,309.93899402285047
60,480,367.2985762097708
61,480,366.9919122460708
62,480,366.5883713620342
63,480,366.05610094300425
64,480,365.36252821955884
65,480,364.4749263590717
66,480,363.36103400286675
67,480,361.9897142031689
68,480,360.33163604426807
69,480,358.3599601277873
70,480,356.05100768488785
71,480,353.3848924409882
72,480,350.3460945579328
73,480,346.92395703204147
74,480,343.1130868106412
75,480,338.9136455405735
76,480,334.3315181781011
77,480,329.3783515360486
78,480,324.07145906012533
79,480,318.43359253330345
80,480,312.4925858170187
81,480,306.28087996345175
82,480,299.8349428969166
83,480,293.19460020578174
84,480,286.40229627717156
85,480,231.50230694508934
86,480,224.53992594539943
87,480,217.56064775375046
88,480,210.60936883922113
89,480,203.72962804796472
90,480,196.96290482088008
91,480,190.34799135793648
92,480,183.92045180036772
93,480,177.71217815476027
94,480,171.75104917975992
95,480,166.06069494430793
96,480,160.6603663845531
97,480,155.56490605842086
98,480,150.78481352596998
99,480,146.32639645057648
100,480,142.19199667588404
0,490,164.28440371316645
1,490,172.54797957547407
2,490,180.8674509495678
3,490,189.19817518474352
4,490,197.49414273835694
5,490,205.70859263042672
6,490,213.7946585155947
7,490,221.70603185112304
8,490,229.3976278648061
9,490,236.82623965998877
10,490,243.95116585689988
11,490,250.7347976654661
12,490,257.1431522041928
13,490,263.1463401966772
14,490,268.71895785145335
15,490,273.84039470881805
16,490,278.49505145581486
17,490,282.6724640950435
18,490,286.3673333261652
19,490,289.5794604799807
20,490,301.86359375317727
21,490,304.12919074989765
22,490,305.94010537272703
23,490,307.31420885738885
24,490,308.2729561596422
25,490,308.84090993879227
26,490,309.04523501227527
27,490,308.91517636622393
28,490,308.4815335981885
29,490,307.7761440546919
30,490,306.8313859358691
31,490,305.6797113123968
32,490,304.35321738781215
33,490,302.8832625033338
34,490,301.3001313914637
35,490,299.63275211368983
36,490,297.90846504474257
37,490,296.152842270206
38,490,294.3895539233651
39,490,292.64027637409777
40,490,319.57463586339287
41,490,317.91018020785407
42,490,316.3123706230788
43,490,314.79458556208226
44,490,313.36812874724217
45,490,312.0422342856606
46,490,310.82406287342195
47,490,309.7186845698486
48,490,308.7290453959675
49,490,307.85591700264916
50,490,307.0978307696363
51,490,306.45099983252953
52,490,305.9092345797987
53,490,305.4638590034909
54,490,305.10363681684834
55,490,304.8147173703252
56,490,304.5806120204206
57,490,304.38221166952343
58,490,304.1978556606002
59,490,304.0034610673433
60,490,361.0727196881091
61,490,360.7773677815412
62,490,360.38753085432205
63,490,359.87214273565326
64,490,359.199434880655
65,490,358.33748848507776
66,490,357.25483872602905
67,490,355.92111742971355
68,490,354.3077178633104
69,490,352.3884632955498
70,490,350.14025958847844
71,490,347.5437114613838
72,490,344.5836822622798
73,490,341.24977810984444
74,490,337.5367391063497
75,490,333.44472290756244
76,490,328.9794691696573
77,490,324.1523371446261
78,490,318.98021280768006
79,490,313.4852861982685
80,490,307.69470395733964
81,490,301.640106164642
82,490,295.3570603482299
83,490,288.88440879919176
84,490,282.26354794899976
85,490,227.78766045742088
86,490,221.00092175399607
87,490,214.19770305176831
88,490,207.42179232204484
89,490,200.71565343303735
90,490,194.11974169459995
91,490,187.67189152387192
92,490,181.4067889803115
93,490,175.35553865405677
94,490,169.5453309747502
95,490,163.999212582852
96,490,158.735959107204
97,490,153.77004664167072
98,490,149.11171551124932
99,490,144.7671176425522
100,490,140.73853705889752
0,500,160.97136869363317
1,500,169.03463194774244
2,500,177.1524106485346
3,500,185.28116437627875
4,500,193.3760195679859
5,500,201.39136977638424
6,500,209.28150579030532
7,500,217.00126242900535
8,500,224.50666806727065
9,500,231.75558259052548
10,500,238.70830953964582
11,500,245.3281686888937
12,500,251.58201619710823
13,500,257.4407007567503
14,500,262.87944579820015
15,500,267.8781497358178
16,500,272.4215984050559
17,500,276.49958616553056
18,500,280.1069445570947
19,500,283.24347981570884
20,500,295.4138229046665
21,500,297.62719791903214
22,500,299.3971167073173
23,500,300.74100926286326
24,500,301.67980081668395
25,500,302.2374475738655
26,500,302.440443650112
27,500,302.31731197027574
28,500,301.8980916871339
29,500,301.2138340803232
30,500,300.29611792936856
31,500,299.1765940604672
32,500,297.886567194377
33,500,296.4566214321135
34,500,294.9162937734687
35,500,293.2937980435477
36,500,291.6157995808238
37,500,289.9072390938382
38,500,288.19120229820277
39,500,286.4888303723163
40,500,313.3192649835511
41,500,311.6996206913751
42,500,310.1449769726124
43,500,308.66838196509667
44,500,307.28086030130527
45,500,305.99141809742383
46,500,304.8070392513206
47,500,303.73266864210706
48,500,302.7711795532918
49,500,301.92332458361767
50,500,301.1876713731906
51,500,300.5605265556264
52,500,300.03585334144805
53,500,299.60518993410227
54,500,299.25757747173986
55,500,298.9795072785707
56,500,298.7548978171524
57,500,298.5651117951752
58,500,298.3890233591329
59,500,298.2031441922873
60,500,354.9818156448077
61,500,354.69747180959814
62,500,354.32097579720926
63,500,353.8220284633326
64,500,353.1696456312561
65,500,352.33269657481503
66,500,351.28049334036234
67,500,349.98341754698515
68,500,348.4135687646126
69,500,346.5454165677726
70,500,344.3564370148096
71,500,341.8277136961982
72,500,338.94448368522137
73,500,335.69660972640133
74,500,332.07896178934766
75,500,328.09169363729256
76,500,323.7404032137947
77,500,319.0361693099149
78,500,313.99546098465106
79,500,308.63992040342634
80,500,302.9960239542358
81,500,297.0946305204755
82,500,290.9704294648032
83,500,284.6613040587233
84,500,278.2076286521734
85,500,224.1515197212517
86,500,217.53606200025774
87,500,210.90453117308107
88,500,204.2996340821652
89,500,197.76278615908012
90,500,191.33344386852067
91,500,185.04850749253862
92,500,178.94180668873284
93,500,173.04367807217454
94,500,167.38064073840627
95,500,161.97517230430796
96,500,156.84558482679347
97,500,152.00599698369635
98,500,147.46639626548878
99,500,143.23278270717395
100,500,139.30738393933325
0,510,157.735194782591
1,510,165.60306647433225
2,510,173.52410762158195
3,510,181.45585282140266
4,510,189.35453644302333
5,510,197.17567806636717
6,510,204.87469704471073
7,510,212.407543329596
8,510,219.73133095910413
9,510,226.80496026179526
10,510,233.58971488761347
11,510,240.049820248821
12,510,246.15295082861095
13,510,251.8706750677918
14,510,257.17882813242744
15,510,262.05780474679557
16,510,266.49276638541005
17,510,270.47375938604586
18,510,273.9957428982915
19,510,277.05852794215895
20,510,289.11663114205027
21,510,291.27904884931155
22,510,293.0089593037258
23,510,294.32336215056546
24,510,295.24266597504993
25,510,295.7902355014542
26,510,295.9919107034348
27,510,295.87551027232047
28,510,295.4703316915635
29,510,294.8066595819748
30,510,293.915293040235
31,510,292.82710143085774
32,510,291.57261655829177
33,510,290.1816673994078
34,510,288.6830616828748
35,510,287.10431663197386
36,510,285.47143921562554
37,510,283.80875435408313
38,510,282.1387777746092
39,510,280.4821286780479
40,510,307.2074761223205
41,510,305.6315121069157
42,510,304.11894379504855
43,510,302.6824971648814
44,510,301.3329246497463
45,510,300.0790100040277
46,510,298.9275646925411
47,510,297.8834115048978
48,510,296.94935278298385
49,510,296.12612254381287
50,510,295.4123237925824
51,510,294.8043543524495
52,510,294.2963264828002
53,510,293.8799873095826
