Cu_Content_at%,Temperature_C,Nanoindentation_Hardness_GPa
12,440,22.087405284438592
13,440,23.22201270709912
14,440,24.368879464639058
15,440,25.532791772869743
16,440,26.716968398575517
17,440,27.922458054761037
18,440,29.147681614020026
19,440,30.388154845911426
20,440,31.6364158344076
21,440,32.882167961643056
22,440,30.01063520238284
23,440,31.211112370178714
24,440,32.36567980496858
25,440,33.45804065103411
26,440,34.47243009022972
27,440,35.39454025420821
28,440,36.21240242803674
29,440,36.91716973868688
30,440,37.50374872255419
31,440,37.97123668250154
32,440,38.323133061229754
33,440,38.56730647944549
34,440,38.71571378505
35,440,38.78388252214425
36,440,38.79018272038833
37,440,38.75492692498514
38,440,38.6993481248758
39,440,38.64451302228126
40,440,38.61023243334172
41,440,38.61403124191105
42,440,38.6702371992788
43,440,38.789241154775326
44,440,35.94930475074319
45,440,36.20694581519299
46,440,36.53091738834552
47,440,36.91311438775683
48,440,37.341393271780596
49,440,37.800275626286584
50,440,38.27182724514723
51,440,38.73666076557476
52,440,39.175002867546446
53,440,39.56776354255583
54,440,39.89754518960911
55,440,40.14953328695356
56,440,40.31221787087485
57,440,40.3779055701558
58,440,40.342994853752266
59,440,40.20800166117463
60,440,39.97733781305872
61,440,39.65885961244465
62,440,42.974551260583596
63,440,42.51438627594624
64,440,42.003419294650925
65,440,41.455499884890386
66,440,40.88366896919459
67,440,40.2992969830982
68,440,39.71135110666154
69,440,39.125837113189775
70,440,38.5454501212875
71,440,37.96945518643591
72,440,37.39380406391321
73,440,36.81147953062393
74,440,36.213044303659615
75,440,35.58735873380762
76,440,34.92242088339678
77,440,34.20627497525912
78,440,33.42792999241466
79,440,32.578229670141305
80,440,31.650618276153804
81,440,30.641753211544543
82,440,29.55192515758439
83,440,25.65059195674887
84,440,24.41501288119548
85,440,23.121984536932246
86,440,21.786027458727425
87,440,20.424052562288075
88,440,19.054548197809467
89,440,17.696670875618103
90,440,16.369295260238648
91,440,15.090081406271128
92,440,13.874615984057435
93,440,12.73567953606359
94,440,11.682683989420926
95,440,10.721314381769801
96,440,9.853397104644497
97,440,9.077005991205183
98,440,8.386813302508763
99,440,7.77472713335673
100,440,7.231558740020168
0,450,8.291792084323774
1,450,9.334546171438168
2,450,10.419956301942964
3,450,11.534727027670286
4,450,12.66686406157104
5,450,13.806080540415662
6,450,14.944254975132218
7,450,16.075744807835445
8,450,17.19751788021909
9,450,18.309089601315673
10,450,19.412269712235254
11,450,20.510736364382883
12,450,21.609467334441604
13,450,22.7140681859014
14,450,23.830044516060838
15,450,24.962069651506958
16,450,26.11329999666573
17,450,27.284787628105047
18,450,28.475033809732977
19,450,29.679718242241
20,450,30.891627608213554
21,450,32.100794045018446
22,450,29.217340397300198
23,450,30.38201535677817
24,450,31.50188877980186
25,450,32.56116641917952
26,450,33.544574743864665
27,450,34.438261019504175
28,450,35.230651762141335
29,450,35.91321421530773
30,450,36.48107056668084
31,450,36.933422918558485
32,450,37.27375805426001
33,450,37.50981412340906
34,450,37.65330569472525
35,450,37.719418307247366
36,450,37.72609777773114
37,450,37.69317221467183
38,450,37.641355157723766
39,450,37.59118585235089
40,450,37.56196690800528
41,450,37.57076020508406
42,450,37.63149886483163
43,450,37.754266555321394
44,450,34.93520243353016
45,450,35.19456119821252
46,450,35.519193783703706
47,450,35.901116002064775
48,450,36.32840083836086
49,450,36.78586602223991
50,450,37.25593278748753
51,450,37.719605135945784
52,450,38.157512041046665
53,450,38.55095160617155
54,450,38.88287643823703
55,450,39.13876338935547
56,450,39.30731811984044
57,450,39.380975197741414
58,450,39.35616704660684
59,450,39.23334921478641
60,450,39.01678430089198
61,450,38.71410152248513
62,450,42.02482912926359
63,450,41.58294180956168
64,450,41.090974210291456
65,450,40.56242413888112
66,450,40.01000459173888
67,450,39.444802326790885
68,450,38.87556236474209
69,450,38.308142883678535
70,450,37.7451739853475
71,450,37.18594078283255
72,450,36.626497005534056
73,450,36.060000730944616
74,450,35.47724984568753
75,450,34.867382284891704
76,450,34.218695780766666
77,450,33.51953440809021
78,450,32.75918510436927
79,450,31.9287268135664
80,450,31.021777976920973
81,450,30.035094568588406
82,450,28.96898033063728
83,450,25.109149364987438
84,450,23.900028038491342
85,450,22.634497401110693
86,450,21.326758109765237
87,450,19.99334630660215
88,450,18.65234020171026
89,450,17.32247255681812
90,450,16.022203321357924
91,450,14.768808996177984
92,450,13.57754410869951
93,450,12.460925594271085
94,450,11.428183256093792
95,450,10.48490946039784
96,450,9.63292985788052
97,450,8.870406220375173
98,450,8.192178340931493
99,450,7.590385711445469
100,450,7.056096660307631
0,460,8.142465036047545
1,460,9.161965754782747
2,460,10.222948837132789
3,460,11.312406222230189
4,460,12.418592968895666
5,460,13.531427002245671
6,460,14.642937293294054
7,460,15.747571070043513
8,460,16.84232346199905
9,460,17.92667768191806
10,460,19.00235952136666
11,460,20.07292339903246
12,460,21.143199001415102
13,460,22.218637292571984
14,460,23.304601818158176
15,460,24.405655352016915
16,460,25.52489276023392
17,460,26.66336841832735
18,460,27.819660755937043
19,460,28.98960787195091
20,460,30.16623720129874
21,460,31.339899617144102
22,460,28.44560492420418
23,460,29.57554230500632
24,460,30.661756789148665
25,460,31.688942041373092
26,460,32.64230141686844
27,460,33.50842386878287
28,460,34.27611928166883
29,460,34.93715930058867
30,460,35.486874660361195
31,460,35.9245681048747
32,460,36.25371273320002
33,460,36.48191835795486
34,460,36.620662424417716
35,460,36.68479635053886
36,460,36.69185191910385
37,460,36.661184727210006
38,460,36.61300190428182
39,460,36.56732871126848
40,460,36.542972766640986
41,460,36.55654524673716
42,460,36.621595433113235
43,460,36.747908601101116
44,460,33.94950784285436
45,460,34.210388560019794
46,460,34.53550076035648
47,460,34.91697976938093
48,460,35.343111398518786
49,460,35.79900387411777
50,460,36.26742675548507
51,460,36.72976738290072
52,460,37.167048681966
53,460,37.5609488125439
54,460,37.89476338846572
55,460,38.15425479094709
56,460,38.32834022113977
57,460,38.40958015008289
58,460,38.39444111602012
59,460,38.28332063888449
60,460,38.08033652529728
61,460,37.792897138044275
62,460,41.098082427153685
63,460,40.673876856790855
64,460,40.20030412051611
65,460,39.69051918327951
66,460,39.15691538041452
67,460,38.61030291422321
68,460,38.05921021196552
69,460,37.50935155608949
70,460,36.96329367656812
71,460,36.42034128011619
72,460,35.876647579324185
73,460,35.32554164750408
74,460,34.75805075247009
75,460,34.16358356791822
76,460,33.530730087458714
77,460,32.84812679837541
78,460,32.10533165716224
79,460,31.293652888940848
80,460,30.40687863006064
81,460,29.441860748639755
82,460,28.398915404749253
83,460,24.58001446191126
84,460,23.396755002048636
85,460,22.158108097030933
86,460,20.8779617768172
87,460,19.572485942844814
88,460,18.259358006953505
89,460,16.95689660766876
90,460,15.683156343020029
91,460,14.45503873103341
92,460,13.287473450573613
93,460,12.192719441231462
94,460,11.17982800690241
95,460,10.254300298388602
96,460,9.41796046481821
97,460,8.669055330110508
98,460,8.002587437901708
99,460,7.410921387471602
100,460,6.885375659542705
0,470,7.996335418604835
1,470,8.993141329576545
2,470,10.030289963709677
3,470,11.095054332934053
4,470,12.175933618242823
5,470,13.263046446519994
6,470,14.348569499900902
7,470,15.427038504277016
8,470,16.49547606270992
9,470,17.553334744623697
10,470,18.60225908964967
11,470,19.645683300146324
12,470,20.68829289873529
13,470,21.735388121043613
14,470,22.792193786262317
15,470,23.86316441249298
16,470,24.95133415579437
17,470,26.05775868326349
18,470,27.181090481293293
19,470,28.31732069311174
20,470,29.45970990074794
21,470,30.598917992376904
22,470,27.69483017129895
23,470,28.79106311018561
24,470,29.844623079750868
25,470,30.840677379378043
26,470,31.76489225999302
27,470,32.60428529979717
28,470,33.3480382305297
29,470,33.988217667181246
30,470,34.520356001079904
31,470,34.943852594582246
32,470,35.262165888562755
33,470,35.48277945896011
34,470,35.616938668273455
35,470,35.679168508290815
36,470,35.6865966547029
37,470,35.65811781737634
38,470,35.61344542043534
39,470,35.572103862799494
40,470,35.552418639905284
41,470,35.57056219457508
42,470,35.63971046434533
43,470,35.76935887257577
44,470,32.99142067595934
45,470,33.253635682562596
46,470,33.57905408891862
47,470,33.95992935183906
48,470,34.3847564649746
49,470,34.83892860902724
50,470,35.30555669619988
51,470,35.766403544417685
52,470,36.202877864746576
53,470,36.59702998729486
54,470,36.93249148174445
55,470,37.19530453212529
56,470,37.37459387437371
57,470,37.46304387507994
58,470,37.45715532417387
59,470,37.35727000068915
60,470,37.167365225230924
61,470,36.89463457009885
62,470,40.19371713798979
63,470,39.786615553537985
64,470,39.330851362424326
65,470,38.83924537925826
66,470,38.323879334419516
67,470,37.79529381672951
68,470,37.26180608513955
69,470,36.728990131807684
70,470,36.199350916818915
71,470,35.67221228562995
72,470,35.14382450236732
73,470,34.60768343560112
74,470,34.055040087024
75,470,33.475567190544304
76,470,32.85813977441979
77,470,32.19167948206539
78,470,31.466008524837026
79,470,30.67265862891541
80,470,29.805583260108445
81,470,28.861727571011233
82,470,27.841419517647484
83,470,24.06289019658516
84,470,22.904910943724133
85,470,21.692548302533304
86,470,20.43938475881133
87,470,19.16123230776553
88,470,17.875376687708055
89,470,16.59973181622584
90,470,15.351956087734205
91,470,14.148584412543059
92,470,13.004228751245115
93,470,11.930895536449292
94,470,10.937461123505763
95,470,10.029336882859983
96,470,9.208344734341743
97,470,8.472813751860393
98,470,7.817904578399059
99,470,7.236200797271909
100,470,6.719264304016356
0,480,7.853326224580306
1,480,8.827981689096058
2,480,9.841873260329294
3,480,10.882548849038606
4,480,11.938746643777904
5,480,13.000781966999895
6,480,14.060976510902382
7,480,15.113953224525867
8,480,16.156762349332517
9,480,17.188827312695036
10,480,18.211714023733997
11,480,19.228739892893273
12,480,20.24445010817034
13,480,21.26399795763757
14,480,22.292472788501225
15,480,23.3342231210001
16,480,24.392223232881914
17,480,25.467529130331933
18,480,26.558864360144522
19,480,27.662367929457833
20,480,28.77152619587846
21,480,29.8772986316543
22,480,26.964434615402652
23,480,28.027965684900874
24,480,29.04984581920799
25,480,30.01570208252075
26,480,30.911650029820922
27,480,31.72512317515763
28,480,32.445663907660204
29,480,33.065624656023274
30,480,33.580732784802514
31,480,33.990480382385634
32,480,34.2983103066377
33,480,34.51158196388654
34,480,34.64131356211673
35,480,34.70171117751543
36,480,34.70950805989656
37,480,34.68314936268182
38,480,34.64186718420466
39,480,34.60469784328813
40,480,34.58949724176909
41,480,34.61201073950055
42,480,34.68505113904633
43,480,34.81783231176291
44,480,32.06016372263652
45,480,32.323533165094304
46,480,32.64909207826726
47,480,33.02921066785747
48,480,33.45258952124844
49,480,33.90490133408339
50,480,34.3695915378506
51,480,34.828790729353436
52,480,35.26428540935613
53,480,35.658490357592726
54,480,35.99536619533874
55,480,36.26122929922904
56,480,36.44540800964736
57,480,36.540708609862385
58,480,36.54366625633527
59,480,36.454569201700735
60,480,36.27725846583863
61,480,36.01871873282226
62,480,39.311155515977006
63,480,38.92059776938912
64,480,38.48207347182112
65,480,38.008077759274734
66,480,37.510388609671
67,480,36.99928376521989
68,480,36.48287460451737
69,480,35.966598342978905
70,480,35.45289973065699
71,480,34.941121305812814
72,480,34.42760801035838
73,480,33.906018409279454
74,480,33.36782172845931
75,480,32.80294824702007
76,480,32.20055097841292
77,480,31.549829644399928
78,480,30.840864114246926
79,480,30.065403978888355
80,480,29.217563777904104
81,480,28.294379406736162
82,480,27.296190015476274
83,480,23.557487375127614
84,480,22.424220534888008
85,480,21.237556834262502
86,480,20.010780133564232
87,480,18.759352662562474
88,480,17.500177398749045
89,480,16.250772723155233
90,480,15.02840976352369
91,480,13.849265006276955
92,480,12.727639663696245
93,480,11.675293030330106
94,480,10.700929991409154
95,480,9.809873551412718
96,480,9.003942705056556
97,480,8.281546056290061
98,480,7.637997822914056
99,480,7.066094610954232
100,480,6.557635170774067
0,490,7.713362433371767
1,490,8.66639798961913
2,490,9.657595075544782
3,490,10.674770464135472
4,490,11.706896343739013
5,490,12.744480805039982
6,490,13.779987896407167
7,490,14.808126528620694
8,490,15.825974726332328
9,490,16.832928226002664
10,490,17.830476853496656
11,490,18.82182456206608
12,490,19.8113799395552
13,490,20.804153019177804
14,490,21.80510086124308
15,490,22.818468207248642
16,490,23.84717029090362
17,490,24.89226255759752
18,490,25.952536726955607
19,490,27.024274657544737
20,490,28.101181337674486
21,490,29.17450667402345
22,490,26.25385332568115
23,490,27.285655435363267
24,490,28.276801545727352
25,490,29.21336501191631
26,490,30.081897488878745
27,490,30.870236100049205
28,490,31.568273024326018
29,490,32.168637615439316
30,490,32.66724572925669
31,490,33.06367841452484
32,490,33.361362068692365
33,490,33.567533962771414
34,490,33.69298996871685
35,490,33.75162457787492
36,490,33.75978605597897
37,490,33.73548104496844
38,490,33.697472379951996
39,490,33.66432074999715
40,490,33.65342466326493
41,490,33.680113735802806
42,490,33.75684756547334
43,490,33.89256653754958
44,490,31.154982188866327
45,490,31.41933375647706
46,490,31.744874916758846
47,490,32.12409124247874
48,490,32.5458853813254
49,490,32.99620420562766
50,490,33.458820968864046
51,490,33.91622650666833
52,490,34.350577281107164
53,490,34.7446449630576
54,490,35.0827124648791
55,490,35.35136485933467
56,490,35.54013023523982
57,490,35.64193484195931
58,490,35.65334829611788
59,490,35.574607467581906
60,490,35.40942114339798
61,490,35.16457086391186
62,490,38.44983562169268
63,490,38.0752786591361
64,490,37.65344275025771
65,490,37.196505609377496
66,490,36.71594911599198
67,490,36.22179476174495
68,490,35.721953199145496
69,490,35.22172829098243
70,490,34.7235060962344
71,490,34.22664740885115
72,490,33.72758953133994
73,490,33.22014972554858
74,490,32.69601006616509
75,490,32.14535202191725
76,490,31.55759971497474
77,490,30.922224041888388
78,490,30.229556095955072
79,490,29.47155783681035
80,490,28.64250072935506
81,490,27.739508936388656
82,490,26.762932219785963
83,490,23.06352443696635
84,490,21.95441573199926
85,490,20.792879442544496
86,490,19.591907561846785
87,490,18.366620505912483
88,490,17.133547197105507
89,490,15.909819451526952
90,490,14.71232986127547
91,490,13.556904485877498
92,490,12.457540602608086
93,490,11.42575561969055
94,490,10.47008635982474
95,490,9.59576885546393
96,490,8.804618511250917
97,490,8.095120821088829
98,490,7.462739176411647
99,490,6.900477402437726
100,490,6.400364717276382
0,500,7.576370957249373
1,500,8.50830368621105
2,500,9.477354452384711
3,500,10.47160298865848
4,500,11.480250580055698
5,500,12.493994235526507
6,500,13.505437752156602
7,500,14.509374754446604
8,500,15.50291117578996
9,500,16.485416464207237
10,500,17.45830683735866
11,500,18.424676038562154
12,500,19.388799697415173
13,500,20.355548198698628
14,500,21.329749432811568
15,500,22.31554654325089
16,500,23.315796555714105
17,500,24.33155350532755
18,500,25.361674502038394
19,500,26.402579406001685
20,500,27.448184911137812
21,500,28.490022481912543
22,500,25.56253748194475
23,500,26.563554753144643
24,500,27.524884634029263
25,500,28.43303368160126
26,500,29.27497682336896
27,500,30.038942818227085
28,500,30.71516308030867
29,500,31.296535259663784
30,500,31.779157417107633
31,500,32.162695919031904
32,500,32.45055987079321
33,500,32.64986641009059
34,500,32.77119378410749
35,500,32.828132054755585
36,500,32.836653712136005
37,500,32.81433765320544
38,500,32.77948920372313
39,500,32.75020555047158
40,500,32.743439687107276
41,500,32.77411652203566
42,500,32.854352107543264
43,500,32.9928211812524
44,500,30.275143040457447
45,500,30.54031170722114
46,500,30.865684032910057
47,500,31.243859576892337
48,500,31.663939568214506
49,500,32.11213981704259
50,500,32.57255483521437
51,500,33.02802831262415
52,500,33.46107900812058
53,500,33.854828083970006
54,500,34.19387412385622
55,500,34.46506551162639
56,500,34.658126301462296
57,500,34.76610078625442
58,500,34.78559311611169
59,500,34.71679085297988
60,500,34.56327450476186
61,500,34.331628058970544
62,500,37.60921087159336
63,500,37.250128227454404
64,500,36.844445844779635
65,500,36.40403206378163
66,500,35.94008012613915
67,500,35.46236170248771
68,500,34.97859174324162
69,500,34.49394409555481
70,500,34.01074760649644
71,500,33.52838089728053
72,500,33.04337136906655
73,500,32.549691077926695
74,500,32.03922970302678
75,500,31.50241370261247
76,500,30.9289315998604
77,500,30.308518732518134
78,500,29.631751143108215
79,500,28.890797800711777
80,500,28.080083051672634
81,500,27.19681691512628
82,500,26.24135920149485
83,500,22.580727237817293
84,500,21.495235568656355
85,500,20.358268612493674
86,500,19.182533097440214
87,500,17.9828153927594
88,500,16.775278869245472
89,500,15.576677541939691
90,500,14.403533997230266
91,500,13.271331682236752
92,500,12.193770599462123
93,500,11.182131407960984
94,500,10.244786206121017
95,500,9.386885428088963
96,500,8.610240253307525
97,500,7.913410503190578
98,500,7.292004461687808
99,500,6.739227523382015
100,500,6.247333155456447
0,510,7.442280588930039
1,510,8.353614470312541
2,510,9.301053055048179
3,510,10.272933264850264
4,510,11.258680680795008
5,510,12.24917745603679
6,510,13.237164574638904
7,510,14.217519140243196
8,510,15.187375102090861
9,510,16.146076975001773
10,510,17.09496977319284
11,510,18.037040192016583
12,510,18.976434454335088
13,510,19.917886818523552
14,510,20.86609905523008
15,510,21.82511485269552
16,510,22.797733865628068
17,510,23.78500791773077
18,510,24.785856828228308
19,510,25.796833766521615
20,510,26.812060420173893
21,510,27.823341199738135
22,510,24.889953907077807
23,510,25.861102521828368
24,510,26.79350677692987
25,510,27.674093716074115
26,510,28.49024907799917
27,510,29.230581625751224
28,510,29.88565175841641
29,510,30.448617046212423
30,510,30.915751658439266
31,510,31.286803755680847
32,510,31.565164363636246
33,510,31.757832456875644
34,510,31.875173264335015
35,510,31.930479402878934
36,510,31.93935656799336
37,510,31.91896640685606
38,510,31.88716818909646
39,510,31.861607412301343
40,510,31.858803122565472
41,510,31.89328626196949
42,510,31.976838732623282
43,510,32.11787724182226
44,510,29.41993436608898
45,510,29.685762140673333
46,510,30.010821474963613
47,510,30.387824536569298
48,510,30.80606771083886
49,510,31.252030604609295
